Processor,Series Nomenclature,Code Name,Production Date,Supported Features (Instruction Set),Clock Rate,Socket,Fabrication,TDP,Number of Cores,Bus Speed,L1 Cache,L2 Cache,L3 Cache,Overclock Capable
4004,,,Nov. 15.1971,,740 kHz,DIP,10-micron,,1,N/A,N/A,N/A
8008,N/A,N/A,April 1972,N/A,200 kHz - 800 kHz,DIP,10-micron,,1,200 kHz,N/A,N/A,N/A,
8080,N/A,N/A,April 1974,N/A,2 MHz - 3.125 MHz,DIP,6-micron,,1,2 MHz,N/A,N/A,N/A,
8085,N/A,N/A,March 1976,N/A,3 MHz  5 MHz  6 MHz,DIP,3-micron,,1,2 MHz,N/A,N/A,N/A,
8086,N/A,N/A,June 8  1978,N/A,10 MHz  8 MHz  4.77 MHz,DIP,3-micron,,1,10 MHz  8 MHz  4.77 MHz,N/A,N/A,N/A,
8088,N/A,N/A,June 1979,N/A,8 MHz  4.77 MHz,DIP,3-micron,,1,8 MHz  4.77 MHz,N/A,N/A,N/A,
80286,N/A,N/A,Feb. 1982,N/A,12 MHz  10 MHz  6 MHz,DLPP,1.5-micron,,1,12 MHz  10 MHz  6 MHz,N/A,N/A,N/A,
i80386,DX  SX  SL,N/A,1985 - 1990,N/A,DLPP,1 - 1.5-micron,,1,N/A,N/A,N/A,
i80486,DX  SX  DX2  DX4  SL,N/A,1989 - 1992,N/A,25 MHz - 100 MHz,Socket 1  Socket 2  Socket 3,1 - 0.6-micron,,1,25 MHz - 50 MHz,8 KiB - 16 KiB,N/A,N/A,
Intel Pentium,N/A,P5  P54C  P54CTB  P54CS,1993 - 1999,,65 MHz - 250 MHz,Socket 2  Socket 3  Socket 4  Socket 5  Socket 7,800 nm - 350 nm,Unknown,1,50 MHz - 66 MHz,16 KiB,N/A,N/A,
Intel Pentium MMX,N/A,P55C  Tillamook,1996 - 1999,,120 MHz - 300 MHz,Socket 7,350 nm - 250 nm,Unknown,1,60 MHz - 66 MHz,32 KiB,N/A,N/A,
Intel Atom,Z5xx  Z6xx  N2xx  2xx  3xx  N4xx  D4xx  D5xx  N5xx  D2xxx  N2xxx,,800 MHz - 2.13 GHz,32 nm  45 nm,0.65 W - 13 W,1  2 or 4,400 MHz  533 MHz  667 MHz  2.5 GT/s,56 KiB per core,512 KiB - 1 MiB,N/A,
Intel Celeron,3xx  4xx  5xx,1998–present,,266 MHz - 3.6 GHz,14 nm  22 nm  32 nm  45 nm  65 nm  90 nm  130 nm  180 nm  250 nm,4 W - 86 W,1  2 or 4,66 MHz  100 MHz  133 MHz  400 MHz  533 MHz  800 MHz,8 KiB - 64 KiB per core,0 KiB - 1 MiB,0 KiB - 2 MiB,
Intel Pentium Pro,52x,P6,1995 - 1998,,150 MHz - 200 MHz,Socket 8,350 nm  500 nm,29.2 W - 47 W,1,60 MHz  66 MHz,16 KiB,256 KiB  512 KiB  1024 KiB,N/A,
