taxi ,viví ,bambú ,ansia ,seria ,sería ,jardín ,pensáis ,pensó,(Spanish)
táxi ,vivi ,bambu ,ânsia ,séria ,seria ,jardim ,pensais ,pensou,(Portuguese)
