Software,Maintainer,Category,Development status,ArchitectureOCS,High-Performance/ High-Throughput Computing,License,Platforms supported,Cost,Paid support available
Amoeba,[empty],[empty],[empty],[empty],[empty],MIT,[empty],[empty],[empty]
Base One Foundation Component Library,[empty],[empty],[empty],[empty],[empty],Proprietary,[empty],[empty],[empty]
DIET,INRIA  SysFera  Open Source,All in one,[empty],GridRPC  SPMD  Hierarchical and distributed architecture  CORBA,HTC/HPC,CeCILL,Unix-like  Mac OS X  AIX,Free,[empty]
Enduro/X,Mavimax  Ltd.,Job/Data Scheduler,actively developed,SOA Grid,HTC/HPC/HA,GPLv2 or Commercial,Linux  FreeBSD  MacOS  Solaris  AIX,Free / Cost,Yes
Ganglia,[empty],Monitoring,actively developed,[empty],[empty],BSD,Unix  Linux  Windows NT/XP/2000/2003/2008  FreeBSD  NetBSD  OpenBSD  DragonflyBSD  Mac OS X  Solaris  AIX  IRIX  Tru64  HPUX.,Free,[empty]
Globus Toolkit,Globus Alliance  Argonne National Laboratory,Job/Data Scheduler,actively developed,SOA Grid,[empty],[empty],Linux,Free,[empty]
Grid MP,Univa (formerly United Devices),Job Scheduler,no active development,Distributed master/worker,HTC/HPC,Proprietary,Windows  Linux  Mac OS X  Solaris,Cost,[empty]
Apache Mesos,Apache,[empty],actively developed,[empty],[empty],Apache license v2.0,Linux,Free,Yes
Moab Cluster Suite,Adaptive Computing,Job Scheduler,actively developed,[empty],HPC,Proprietary,Linux  Mac OS X  Windows  AIX  OSF/Tru-64  Solaris  HP-UX  IRIX  FreeBSD & other UNIX platforms,Cost,Yes
NetworkComputer,Runtime Design Automation,[empty],actively developed,[empty],HTC/HPC,Proprietary,Unix-like  Windows,Cost,[empty]
OpenHPC,OpenHPC project,all in one,actively developed,[empty],HPC,[empty],Linux (CentOS),Free,No
OpenLava,Teraproc,Job Scheduler,actively developed,Master/Worker  multiple admin/submit nodes,HTC/HPC,GPL,Linux,Free,Yes
PBS Pro,Altair,Job Scheduler,actively developed,Master/worker distributed with fail-over,HPC/HTC,AGPL or Proprietary,Linux  Windows,Free or Cost,Yes
Rocks Cluster Distribution,Open Source/NSF grant,All in one,actively developed,[empty],HTC/HPC,OpenSource,CentOS,Free,[empty]
Popular Power,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ProActive,INRIA  ActiveEon  Open Source,All in one,actively developed,Master/Worker  SPMD  Distributed Component Model  Skeletons,HTC/HPC,GPL,Unix-like  Windows  Mac OS X,Free,[empty]
RPyC,Tomer Filiba,[empty],actively developed,[empty],[empty],MIT License,*nix/Windows,Free,[empty]
SLURM,SchedMD,Job Scheduler,actively developed,[empty],HPC/HTC,GPL,Linux/*nix,Free,Yes
Spectrum LSF,IBM,Job Scheduler,actively developed,Master node with failover/exec clients  multiple admin/submit nodes  Suite addOns,HPC/HTC,Proprietary,Unix  Linux  Windows,Cost and Academic - model - Academic  Express  Standard  Advanced and Suites,Yes
Oracle Grid Engine,Univa,Job Scheduler,active Development moved to Univa Grid Engine,Master node/exec clients  multiple admin/submit nodes,HPC/HTC,Proprietary,*nix/Windows,Cost,[empty]
Son of Grid Engine,Open Source,Job Scheduler,[empty],Master node/exec clients  multiple admin/submit nodes,HPC/HTC,Various,Linux,[empty],[empty]
SynfiniWay,Fujitsu,[empty],actively developed,[empty],HPC/HTC,?,Unix  Linux  Windows,Cost,[empty]
TORQUE Resource Manager,Adaptive Computing,Job Scheduler,actively developed,[empty],[empty],Proprietary,Linux  *nix,Cost,Yes
UniCluster,Univa,All in One,Functionality and development moved to UniCloud (see above),[empty],[empty],[empty],[empty],Free,Yes
UNICORE,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Univa Grid Engine,Univa,Job Scheduler,actively developed,Master node/exec clients  multiple admin/submit nodes,HPC/HTC,Proprietary,*nix/Windows,Cost,[empty]
Xgrid,Apple Computer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Software,Maintainer,Category,Development status,Architecture,High-Performance/ High-Throughput Computing,License,Platforms supported,Cost,Paid support available
