Application,Microsoft Windows,Mac OS X,Linux,BSD,Unix
Alcohol 120%,[empty],[empty],[empty],[empty],[empty]
CDBurnerXP,[empty],[empty],[empty],[empty],[empty]
cdrtools,[empty],[empty],[empty],[empty],[empty]
DeepBurner,[empty],[empty],[empty],[empty],[empty]
ExpressBurn,[empty],[empty],[empty],[empty],[empty]
ImgBurn,[empty],[empty],[empty],[empty],[empty]
InfraRecorder,[empty],[empty],[empty],[empty],[empty]
K3b,[empty],[empty],[empty],[empty],[empty]
Nero Burning ROM,[empty],[empty],[empty],[empty],[empty]
UltraISO,[empty],[empty],[empty],[empty],[empty]
X-CD-Roast,[empty],[empty],[empty],[empty],[empty]
Application,Microsoft Windows,Mac OS X,Linux,BSD,Unix
