+ Specifications of Intel PowerVR-based series<ref name="GMA900Brief" /><ref name="Intel_guide" /><ref name=G33datasheet /><ref name="Intel_2" /><ref name="intel317363" /><ref name=intel31627303 /><ref name=intel319970 /><ref name=intel320122 /><ref name=Xtechgmas /><ref name="Intel_946GZ" /><ref name=TRG965 /><ref name=int30921904 /><ref name=946exds /><ref name=vrzonegm47 /><ref name=Intel910GMLdoc /><ref name="intelDX11.1"/><ref name=dd915945gm /><ref name=intel31760701 /><ref name=GMA900WhitePaper /><ref name="GMA950Brief" /><ref name=IntelX4500Dev /><ref name=AsusBoard1 /><ref name=AsusBoard3 /><ref name=AsusBoard2 /><ref name = WDDM /><ref name=intelgfxref /><ref name=915GMdatasheet /><ref name=Intel82G965 /><ref name=IntelSCHdatasheet /><ref name=IntelSCHspecupd /><ref name=IntelGDC20080221_Graphics /><ref name=IntelNotesXP14.36.3.4990 /><ref name=IntelNotesVista15.11.2 /><ref name=IntelXorgOpenGL2.1 />
Graphics,Launch,PowerVR core,Market,Chipset,Code name,Device id.,Core render<br />clock (MHz),Pixel <br />pipelines,Shader model<br />(vertex/pixel),API support,Memory bandwidth <br />(GB/s),DVMT <br />(MB),Hardware acceleration
Direct3D,OpenGL,OpenCL,MPEG-2,VC-1,AVC
GMA 500,2008,SGX535,CE,CE3100,Canmore,2E5B,rowspan=2,2<ref></ref>,3.0,9.0c,2.0,—,4.2,256,Full,Full,Full
2009,Atom CE4100,Sodaville
Atom CE4110,200
Atom CE4130
Atom CE4150,400
Atom CE4170
2010,Atom CE4200,Groveland
2008,MID,UL11L,Poulsbo (Menlow),8108<br />8109,100
US15L,200
US15W
GMA 600,2010,MID,Atom Z6xx,Lincroft (Moorestown),4102,400<ref name="Z670"></ref>,2,3.0,9.0c,2.0,—,6.4,759,Full,Full,Full
GMA,2012,SGX540,Smartphone,Atom Z2460,Penwell (Medfield),,400<ref name="Z2460"></ref>,4,—,—,ES 2.0,—,6.4,1024,Full,Full,Full
GMA 3600,2011,SGX545,Nettop<br />Netbook,Atom D2500 Atom N2600,Cedarview (Cedar Trail),0BE0<br />0BE1<br />0BE2<br />0BE3<br />,400<ref name="32nm"> </ref>,4,3.0,9.0c,3.0,—,8.5<br />6.4,1024<ref></ref>,Full,Full,Full
GMA 3650,Atom D2700 Atom N2800,640<ref name="32nm"/>,8.5
GMA,2012,Tablet,Atom Z2760,Cloverview (Clover Trail),08C7<br />08C8<br />08C9<br />08CA<br />08CB<br />08CC<br />08CD<br />08CE<br />08CF<br />,533,4,3.0,9.0c,2.0,—,6.4,2048,Full,Full,Full
