Company,Software,On-demand scan,On-access scan,Heuristics,CloudAV,Firewall,IDS,IPS,Email security,AntiSpam,Web protection,Live-Update,Support,License,Price,First release,Country of origin,Notes
AVG Technologies (Grisoft),AVG Linux Server Edition,,,,,,,,,,,,,,,2008,Czech Republic
Cisco,Clam AntiVirus,,,,,,,,,,,,,,,1998,United States
Comodo Group,Comodo Internet Security Linux,,,,,,,,,,,,,,,2008,United States
Dr. Web,Dr. Web Anti-virus for Linux,,,,,,,,,,,,,,,1992,Russia
ESET,ESET File Security for Linux,,,,,,,,,,,,,,,2008,Slovakia
FRISK Software,F-PROT Antivirus,,,,,,,,,,,,,,,1989,Iceland
F-Secure,F-Secure Linux Security,,,,,,,,,,,,,,,2008,Finland
Kaspersky Lab,Kaspersky Anti-Virus for Linux,,,,,,,,,,,,,,,2012,Russia,Banned by USG
Panda Security,Panda DesktopSecure for Linux,,,,,,,,,,,,,,,2008,Spain
Quick Heal,Quick Heal for Linux,,,,,,,,,,,,,,,2005,India
Sophos,Sophos Anti-Virus for Linux,,,,,,,,,,,,,,,2008,United Kingdom
Company,Software,On-demand scan,On-access scan,Heuristics,CloudAV,Firewall,IDS,IPS,Email security,AntiSpam,Web protection,Live-Update,Support,License,Price,First release,Country of origin,Notes
