User Account Control prompt dialog box,User Account Control (UAC): Included with Windows Vista and later Microsoft Windows operating systems  UAC prompts the user for authorization when an application tries to perform an administrator task.<ref></ref>
Runas: A command-line tool and context-menu verb introduced with Windows 2000 that allows running a program  control panel applet  or a MMC snap-in as a different user.<ref></ref> Runas makes use of the "Secondary Login" Windows service  also introduced with Windows 2000.<ref></ref> This service provides the capability to allow applications running as a separate user to interact with the logged-in user's desktop. This is necessary to support drag-and-drop  clipboard sharing  and other interactive login features.,[added]
