Store,Tracks (M),Geographic<br />restrictions,Purchase<br />Platform,FLAC,ALAC,WAV,AIFF,AAC,MP3,WMA,Vorbis,DRM,Purchase identifier,Preview (s),Trial
7digital,<br /><ref></ref>,<br /><ref></ref>,Web  Android,,,,,kbps}},kbps}},,,,,30-60,
Amazon Music,<ref></ref>,,Web <br />Android<ref name="amazon.co.uk"></ref>,,,,,No}},kbps}},No}},,,,,
Bandcamp,,,Web,,,,,Yes}},Yes}},No}},,,,Full,
Beatport,,<br /><ref></ref>,Web,,,,,,kbps}},No}},,,,,
Bleep.com,?}},,Web,,,,,No}},kbps}},No}},,,,Full,
CD Baby,<br /><ref></ref>,,Web,,,,,No}},kbps}},No}},,,,,
Classical Archives,,,Web,,,,,No}},kbps}},No}},,,,,
eMusic,<br /><ref></ref>,<br /><ref></ref>,Web<ref name="Emusic Help"></ref>,,,,,No}},kbps}},No}},,,,<br /><ref name="Emusic Help" />,
Google Play Music,<br /><ref></ref>,<br /><ref></ref>,Web Android iOS,,,,,No}},kbps}},No}},,,,<br /><ref></ref>,
HDtracks,?}},<ref></ref>,Web,,,,,No}},No}},No}},,,,,
iTunes Store,<br /><ref name="appl_Appl"></ref>,<br /><ref name="iTunes Store Terms and Conditions"></ref>,Windows<br />OS X<br />iOS,,,,,kbps}},No}},No}},,,<ref></ref>,<br /><ref name="itunes music"></ref>,
Jamendo,,,Web,,,,,No}},Yes}},No}},,,,Full,
Juno Download,?}},<ref></ref>,Web,,,,,No}},kbps}},No}},,,,,
Magnatune,,,Web,,,,,,,No}},,,,Full,
MAQAM,,,Web,,,,,No}},kbps}},No}},,,,,
mora,,,Web,,,,,kbps}},No}},No}},,,,,
Nimbit,,,Web,,,,,No}},kbps}},No}},,,,Full + Custom,
NoiseTrade,?}},,Web,,,,,No}},kbps}},No}},,,,Full,
Qobuz,<ref name="Qobuz Subscriptions"></ref>,,Web  Android  iOS  Kindle  Windows 8<ref name="Qobuz About Us"></ref>,,,,,kbps}},kbps}},kbps}},,,,30-60,<ref name="Qobuz Subscriptions" />
Supraphononline,?}},,Web,,,,,No}},kbps}},No}},,,,,
Tidal,<br /><ref></ref>,,Web,,,,,No}},kbps}},No}},,,,,
Store,Tracks (M),Geographic<br />restrictions,Purchase<br />Platform,FLAC,ALAC,WAV,AIFF,AAC,MP3,WMA,Vorbis,DRM,Purchase Identifier,Preview (s),Trial
