Company,Software,On-demand scan,On-access scan,Firewall,Email security,AntiSpam,Web protection,Live-Update,Support,License,Price,First release,Country of origin,Notes
Cisco,Clam AntiVirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],1998,United States,[added]
FRISK Software International,F-PROT Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],1989,Iceland,[added]
Panda Security,Panda DesktopSecure for Linux,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2009,Spain,[added]
Company,Software,On-demand scan,On-access scan,Firewall,Email security,AntiSpam,Web protection,Live-Update,Support,License,Price,First release,Country of origin,Notes
