+ Comparison of cognitive architectures
Names
4CAPS
ACT-R
ASMO
CHREST
CLARION
Copycat
Deeplearning4j
DUAL
EPAM
EPIC
GLAIR
Hierarchical Temporal Memory
LIDA
MAMID
Mibe architecture
OpenCog
Parallel terraced scan
Procedural Reasoning System
R-CAST
Soar
Sigma
TinyCog
