Site,Specialization,Is a tracker,Directory,Public,RSS,One-click download,Sortable,Comments,Multi-tracker index,Ignores DMCA,Tor friendly,Alexa Traffic Rank
The Pirate Bay,,,,,,,,,,,,<ref>The Pirate Bay Traffic Statistics at Alexa</ref>
Rarbg,,,,,,,,,,,,<ref>Rarbg Traffic Statistics at Alexa</ref>
YTS.AM<ref></ref>,Movies,,,,,,,,,,,<ref>yts Traffic Statistics at Alexa</ref>
1337x<ref></ref>,,,,,,,,,,<ref></ref>,,<ref>1337x Traffic Statistics at Alexa</ref>
Rutracker,,,,,,,,,,,,<ref>Rutracker Traffic Statistics at Alexa</ref>
Torrent Project<ref></ref>,DHT search engine,,<ref>Torrent Project Traffic Statistics at Torrentproject</ref>,,,,,,,<ref></ref>,
Limetorrents<ref></ref>,,,,,,,,,,,,<ref>limetorrents Traffic Statistics at Alexa</ref>
Torrents.me<ref></ref>,Search,,,,,,,,,,,<ref>torrents Traffic Statistics at Alexa</ref>
Zooqle<ref></ref>,Search,,,,,,,,,,,<ref>Zooqle Traffic Statistics at Alexa</ref>
Torrent downloads<ref></ref>,,,,,,,,,,,,<ref>torrentdownloads Traffic Statistics at Alexa</ref>
IPTorrents<ref></ref>,,,,,,,,,,,,<ref>IPTorrents Traffic Statistics at Alexa</ref>
Demonoid,,,,,,,,,{{?}},{{?}},,<ref>Demonoid.pw Traffic Statistics at Alexa</ref>
YourBittorrent,,,,,,,,,,<ref></ref>,,<ref>YourBittorrent Traffic Statistics at Alexa</ref>
Torlock<ref></ref>,No,,,,,,,,,<ref></ref>,?,<ref>Torlock Traffic Statistics at Alexa</ref>
torrentleech.org<ref></ref>,No,,,,,,,,,,,<ref>https://www.alexa.com/siteinfo/torrentleech.org at Alexa</ref>
Empornium,Pornography,,,,,,,,,,,<ref>Empornium Traffic Statistics at Alexa</ref>
isoHunt,,,,,,,,,,<ref name=torrentfreak></ref>,,<ref>Isohunt Traffic Statistics at Alexa</ref>
HDBits<ref></ref>,Movies,,,,,,,,,,,<ref>HDBits Traffic Statistics at Alexa</ref>
Worldwidetorrents.me<ref></ref>,,,,,,,,,,,,<ref>Worldwidetorrents.me Traffic Statistics at Alexa</ref>
ETTV<ref></ref>,,,,,,,,,,,,<ref>ettv.tv Traffic Statistics at Alexa</ref>
RevolutionTT<ref></ref>,,,,,,,,,,,,<ref>RevolutionTT Traffic Statistics at Alexa</ref>
apollo.rip<ref></ref>,Music,,,,,,,,,,,<ref>https://www.alexa.com/siteinfo/apollo.rip at Alexa</ref>
ETtorrent,,,,,,,,,,,,<ref>ETtorrent.xyz Traffic Statistics at Alexa</ref>
Waffles<ref></ref>,Music,,,,,,,,,,,<ref>Waffles Traffic Statistics at Alexa</ref>
AnimeSuki,Anime & otaku subculture<ref></ref>,,<ref></ref>,,,,,,,?,?,<ref>Anime Suki Traffic Statistics at Alexa</ref>
etree,Live concerts,,,,,,,,,?,?,<ref>eTree Traffic Statistics at Alexa</ref>
MovieMagnet<ref>New and Promising Torrent Sites TorrentFreak</ref>,Movies,,,,,,,,,,?,<ref>moviemagnet Traffic Statistics at Alexa</ref>
NyaaV2,CJK contents  especially otaku subculture like anime,,,,,,,,,,,<ref>NyaaV2 Traffic Statistics at Alexa</ref>
Site,Specialization,Is a tracker,Directory,Public,RSS,One-click download,Sortable,Comments,Multi-tracker index,Ignores DMCA,Tor friendly,Alexa Traffic Rank
