Name,Advanced command,Scriptable,Supported architecture,Supported filesystem,Supported OS,Supported executable,Supported protocol,Supported decompression,Others
GRUB Legacy,[empty],[empty],x86 (PC),FAT16  FAT32  MINIX fs  Linux ext2  ext3  ext4  ReiserFS  JFS  XFS  VSTa fs  Btrfs,FreeBSD  NetBSD  OpenBSD  GNU/Linux,ELF,TFTP,gzip,[empty]
GRUB 2,[empty],[empty],x86 (PC  UEFI  coreboot  OLPC  Mac)  IA-64  ARM (U-Boot  UEFI)  PowerPC (Mac  Pegasos II  IBM)  MIPS  SPARC (SPARC v9)  QEMU,ext2  ext3  ext4  btrfs  zfs  ufs  minix  iso9660  udf  jfs  hfs  hfs+  afs  affs  sfs  xfs  reiserfs  tar  cpio  NTFS  FAT16  FAT32,Linux (PC  mac)  FreeBSD (PC)  OpenBSD (PC)  NetBSD (PC),Multiboot and others,[empty],gzip  xz<ref></ref>,[empty]
LILO,[empty],[empty],x86 (PC),indifferent,[empty],[empty],[empty],bzip2  gzip,[empty]
loader(8),[empty],[empty],x86 (PC  UEFI  coreboot  OLPC  Mac)  ARM (U-Boot  UEFI)  PowerPC  SPARC v9,ISO-9660  UFS  ZFS,FreeBSD,ELF,TFTP  NFS,gzip  xz,[empty]
LOLO (Logic PD),[empty],[empty],ARM7  ARM9  ARM11  Cortex-A8  StrongARM  SH  ColdFire,FAT16  FAT32  YAFFS1  YAFFS2,Linux  WinCE,ELF  binary  BIN (WinCE)  SREC,TFTP,[empty],Supported devices: MCF54xx  MCF5329  MCF5373  LLH7A400  LLH7A404  LLH79520  LLH79524  LSH7727  LSH7750  LSH7760  PXA270  PXA320  IMX31  IMX27  OMAP35xx  OMAP37xx
SYSLINUX,[empty],[empty],x86 (PC),ext2  ext3  ext4  btrfs  ufs 1/2  FAT16  FAT32  iso9660  udf  NTFS (since 4.06)  ?,GNU/Linux,Multiboot<ref></ref>,TFTP,gzip  bzip2  lzo  zip  lzma  ?,[empty]
AKernelLoader,[empty],[empty],x86 (PC),FAT32  ext2  ext3,GNU/Linux,ELF  Binary,[empty],[empty],[empty]
Yaboot,[empty],[empty],PowerPC (Open Firmware),ext2  ext3  ext4  hfs,GNU/Linux  FreeBSD  NetBSD  OpenBSD  MacOSX,[empty],[empty],[empty],[empty]
RedBoot,[empty],[empty],ARM  ColdFire  H8300  x86  Freescale/Motorola 68000  MIPS  PPC  SH  SPARC  SPARCLite,JFFS2,Linux  eCos,ELF,TFTP  serial (X-modem),gzip,[empty]
Das U-Boot,[empty],[empty],PPC  ARM  AVR32  Blackfin  ColdFire  IXP  Leon2  m68k  MicroBlaze  MIPS  NIOS  NIOS2  PXA  x86  StrongARM  SH2  SH3  SH4  ...,FAT12(RO)  FAT16  FAT32  VFAT  ext2  ext3  ext4  jffs2  cramfs  reiserfs  yaffs2  ubifs  nfs,4_4bsd  Artos  Dell  Esix  FreeBSD  Irix  Linux  LynxOS  NCR  NetBSD  OpenBSD  pSOS  QNX  RTEMS  SCO  Solaris  SVR4  U-Boot  VXworks,ELF  U-Boot image format,TFTP  NFS  serial (S-Record  Y-Modem  Kermit binary protocol),bzip2  gzip  lzma,[empty]
Barebox,[empty],[empty],ARM  Blackfin  NIOS2  MIPS  x86  PPC,FAT  VFAT  ext2  ext3  ext4  bpkfs  cramfs  NFS  EFI  efivarfs  ubifs,Linux,ELF  U-Boot image format,TFTP  NFS  serial (S-Record  Y-Modem  Kermit binary protocol),bzip2  gzip  lz4  xz  lzo,[empty]
kboot,[empty],[empty],x86  PowerPC64,most supported by Linux Kernel (ext2  ext3  ext4  reiserfs  xfs  jfs  etc..),Linux,[empty],HTTP  FTP  TFTP,[empty],SSH  NFS support. kexec-based bootloader.
Runnix,[empty],[empty],[empty],[empty],Linux,[empty],[empty],[empty],kexec and SYSLINUX based bootloader.
kexec-loader,[empty],[empty],x86,most supported by Linux Kernel (ext2  ext3  ext4  reiserfs  xfs  jfs  etc..),Linux/multiboot,[empty],No networking,gzip (for kernel modules),Kernel/multiboot module support
NTLDR,[empty],[empty],x86 (PC),[empty],Windows,[empty],[empty],[empty],default bootloader on Windows NT
Windows Boot Manager,[empty],[empty],x86 (PC)  ARM (only on Windows Mobile remake),NTFS,Windows Vista  7  8  and 10,Portable Executable,[empty],[empty],Successor of NTLDR; used on Vista and up.
FREELDR,[empty],[empty],x86 (PC)  ARM  PowerPC,ext2  FAT12  FAT16  FAT32  ISO  NTFS,ReactOS  Linux  Windows NT 4.0  Windows 2000  Windows XP  Windows 2003,[empty],[empty],[empty],clone of NTLDR
boot0,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],FreeBSD's master boot record
extipl,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],IBM IPL upper compatible
Multiple Boot Manager,[empty],[empty],[empty],[empty],PC DOS  MS-DOS  Windows  OS/2  Linux  FreeBSD  NetBSD  OpenBSD  BeOS  B-right/V  Solaris  OpenStep  Plan 9  EOTA<ref>ELM - Multiple Boot Manager</ref>,[empty],[empty],[empty],[empty]
bootload (Technologic Systems),[empty],[empty],ARM,[empty],Linux,[empty],[empty],[empty],Proprietary
Name,Advanced command,Scriptable,Supported architecture,Supported filesystem,Supported OS,Supported executable,Supported protocol,Supported decompression,Others
