,Trident,Tasman,Gecko,WebKit,KHTML,Presto,iCab
script,<ref name="LanguageDeclarations" />,rowspan="2",rowspan="2",rowspan="2",rowspan="2",rowspan="2",rowspan="2"
noscript,<ref name="LanguageDeclarations" />
