Model,Launch,Code name,Fab (nm),Bus interface,Core config1,Clock speed,Fillrate,Memory,Supported API version,Processing power (GFLOPS)2,TDP (Watts),Notes
Core (MHz),Shader (MHz),Memory (MT/s),Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Direct3D,OpenGL,[added],[added]
GeForce 710M,January 2013,GF117,28,PCIe 2.0 ×16,96:16:4,800,1600,1800,3.2,12.8,1024<br />2048,14.4
GeForce GT 720M,April 1  2013,GF117,28,PCIe 2.0 ×16,96:16:4,938,1876,2000,3.8,15.0,2048,16.0
GeForce GT 730M,January 2013,GK208,28,PCIe 3.0 ×8,384:32:8<br />(2 SMX),719,719,2000,5.8,23.0,2048,16.0
GeForce GT 735M,April 1  2013,GK208,28,PCIe 3.0 ×8,384:32:8<br />(2 SMX),889,889,2000,7.11,28.4,2048,16.0
GeForce GT 740M,April 1  2013,GK208,28,PCIe 3.0 ×8,384:32:8<br />(2 SMX),980,980,1800,7.84,31.4,2048,14.4
GeForce GT 740M,April 1  2013,GK107,28,PCIe 3.0 ×16,384:32:16<br />(2 SMX),810<ref name="740M Notebookcheck" />,810<ref name="740M Notebookcheck" />,1800<br />5000,12.96,25.92,2048<ref name="740M Notebookcheck"></ref>,28.8<br />80
GeForce GT 745M,April 1  2013,GK107,28,PCIe 3.0 ×16,384:32:16<br />(2 SMX),837,837,2000<br />5000,13.4,26.8,2048,32<br />80
GeForce GT 750M,April 1  2013,GK107,28,PCIe 3.0 ×16,384:32:16<br />(2 SMX),967,967,2000<br />5000,15.5,30.9,2048,32<br />80
GeForce GT 755M <ref></ref>,?,GK107,28,PCIe 3.0 ×16,384:32:16<br />(2 SMX),1020,1020,5400,15.7,31.4,2048,86.4
GeForce GTX 760M,May 2013,GK106,28,PCIe 3.0 ×16,768:64:16<br />(4 SMX),719,719,4000,10.5,42.1,2048,64
GeForce GTX 765M,May 2013,GK106,28,PCIe 3.0 ×16,768:64:16<br />(4 SMX),863,863,4000,13.6,54.4,2048,64
GeForce GTX 770M,May 2013,GK106,28,PCIe 3.0 ×16,960:80:24<br />(5 SMX),797,797,4000,19.5,64.9,3072,96
GeForce GTX 780M,May 2013,GK104,28,PCIe 3.0 ×16,1536:128:32<br />(8 SMX),797,797,5000,26.3,105.3,4096,160
Model,Launch,Code name,Fab (nm),Bus interface,Core config1,Clock speed,Fillrate,Memory,Supported API version,Processing power (GFLOPS)2,TDP (Watts),Notes
Core (MHz),Shader (MHz),Memory (MT/s),Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width (bit),Direct3D,OpenGL,[added],[added]
