,Single precision,Double precision,Other precision,Processor dependent
Ada<ref name="Ada_RM_2012" />,Float,Long_Float,
ALGOL 68,real,long real,short real  long long real  etc.
C,float,double,long double
C++ (STL)
Objective-C (Cocoa),CGFloat
C#,float,rowspan=4
Java
Go,float32,float64
Rust,f32,f64
Swift,Float' 'Float32,Double' 'Float64,Float80,CGFloat
D,float,double,,real
Common Lisp,single-float,double-float,float  short-float  long-float
Scheme,,,
ISLISP,,,
Pascal (Free Pascal),single,double,,real
Visual Basic,Single,Double,rowspan=3
Visual Basic .NET
Xojo
Python,rowspan=2,float,
JavaScript,Number<ref name="Javascript numbers"> 8.5 The Number Type</ref>,
S-Lang,,,
Fortran,REAL(KIND = n),
PHP,,float,
Perl,,,
Perl 6,num32,num64,,Num
Ruby,,Float,rowspan=4
Scala,Float,Double
Seed7,,float
Smalltalk,Float,Double
Windows PowerShell,,
OCaml,,float,rowspan=3
F#,float32
Standard ML,,,real
Haskell (GHC),Float,Double,
Eiffel,REAL_32,REAL_64,
COBOL,FLOAT-BINARY-7,FLOAT-BINARY-34,FLOAT-SHORT  FLOAT-LONG  FLOAT-EXTENDED
Mathematica,,,,Real
