+
Client,FTP,FTP over SSH,SFTP,FTPS (FTP over SSL),FXP (Site2site transfer),DAV / HTTP(S),Compression,Remote Compression,API / Commandline available,Resume Download,Passive mode,Sync Connections
AbsoluteTelnet,,,,,,,,,,,,
ALFTP,,,,,,,,,,,,
Beyond Compare,,,(Pro only),(Pro only),,(Pro only),,,,,,
Classic FTP,,,,,,,,,,,,
Codeanywhere,,,,,,,,,,,,
Commander One,,,,,,,,,,,,
CoreFTP,,,,,,,,,,,,
CrossFTP,,(Pro only),(Pro only),(Pro only),(Pro only),(Pro only),,,,,,
cURL,,,,,,,,,(Only),,,
CuteFTP,,,,,,(HTTP(S),,,,,,
Cyberduck,,,,,,,,(SFTP only),,,,
Directory Opus,,,,,,,,,,,,
ExpanDrive (Mac),,,,,,,,,,,,
ExpanDrive (Windows),,,,,,,,,,,,
FAR Manager,,,,,,,,,,,,
Fetch,,,,,,,,,,,,
FileZilla,,,,,,,,,(basic),,,
FireFTP,,,,,,,,,,,,
FlashFXP,,,,,,,,,,,,
Fling FTP,,,,,,,,,,,,
ForkLift,,,,,,,,,,,,
FTP Client,,,,,,,,,,,,
FTP Commander,,,,,,,,,,,,
FTP Explorer,,,,,,,,,,,,
FTP Voyager,,,,,,,,,,,,
Fugu,,,,,,,,,,,,
gFTP,,,,(control connection only),,,,,,,,
Interarchy,,,,,,,,,,,,
LeechFTP,,,,,,,,,,,,
lftp,,,,,,(Partial),,,,,,
Macfusion,,,,,,,,,,,,
Macfusion,,,,,,,,,,,,
mimiFTP,,,,,,,,,,,,
Monsta FTP (web-based),,,,,,,,,,,,
NcFTP,,,,,,,,,,,,
pbFtpClient,,,,,,,,,,,,
PSFTP (PuTTY),,,,,,,,,,,,
RaiDrive,,,,,,,,,,,,
Robo-FTP,,,,,,,,,,,,
Secure FTP,,,,,,,,,,,,
SmartFTP,,,,,,,,,,,,
Steed,,,,,,,,,,,,
Swish,,,,,,,,,,,,
Sysax FTP Automation,,,,,,,,,(script and command line),,,
Total Commander,,,(plugin),,,(plugin),,,,,,
Transmit,,,,,,,,,(AppleScript),,,
WebDrive,,,,,,,,(SFTP),,,,
Windows 7 (ftp.exe),,,,,,,,,,,,
WinSCP,,,,,,,(SFTP only),(SCP command),,,,
WISE-FTP,,,,,,,,,,,,
WS_FTP,,(Pro only),(Pro only),,(Pro only),,(Pro only),,(Pro only),(Pro only),,
Xftp,,,,,,,,,,,,
Yummy FTP,,,,,,,,,(AppleScript),,,
sFTP Client,,,,,,,,,(SSH Terminal),,,
Client,FTP,FTP over SSH,SFTP,FTPS (FTP over SSL),FXP (Site2site transfer),DAV / HTTP(S),Compression,Remote Compression,API / Commandline available,Resume Download,Passive mode
