Title,Publisher,Latest edition,Year,Pages
American Heritage College Dictionary,Houghton Mifflin Harcourt,2002,4th<ref>The 2010 "4th edition" of The American Heritage College Dictionary () is the second revision of the original "4th edition" published in 2002; it was originally derived from the 4th edition of The American Heritage Dictionary of the English Language  which was published in 2000.https://www.amazon.com/dp/0547247664</ref> (),2010,,,American,Diacritical
Merriam-Webster's Collegiate Dictionary,Merriam-Webster,1898,11th (),2003,,,American,Diacritical
Webster's New World College Dictionary,Houghton Mifflin Harcourt,1953,5th,2004,,,American,Diacritical
