Application,Latest release date <br />and version,Developed by,Platforms,Mainly Used For,License
Bryce,2010-12-23 <br />7.1.0.109,DAZ 3D,Microsoft Windows (32-bit)  Mac OS X (10.7 and above),Animation  Landscape Modeling  Fractal Geometry,
Sculptris,2011-07-22 <br />v Alpha 6,Pixologic,Mac OS X  Microsoft Windows,Sculpting  Texturing,
Softimage,<br />"2015" (Final Release),Autodesk,Microsoft Windows  Linux,Modeling  Animation  Video Game Creation  Lighting  Rendering  Visual 3d Effects,
SketchUp Make,website=help.sketchup.com|access-date=2018-05-28}}</ref><br />v 18.0.16975 (Win64) <br />v 18.0.16976 (Mac64),Trimble Navigation,Mac OS X  Microsoft Windows,Modeling  Computer Aided Design,
trueSpace,2009-05-25 <br />v 7.61,Caligari Corporation,Microsoft Windows  AmigaOS,Animation  Modeling,
