Audio player,asx <br />wax  wvx,M3U,pls,XSPF,CUE
AIMP,[empty],[empty],[empty],[empty],[empty]
Amarok,[empty],[empty],[empty],[empty],[empty]
Audacious,[empty],[empty],[empty],[empty],[empty]
Audion,[empty],[empty],[empty],[empty],[empty]
Clementine,[empty],[empty],[empty],[empty],[empty]
cmus,[empty],[empty],[empty],[empty],[empty]
Cog,[empty],[empty],[empty],[empty],[empty]
Exaile,[empty],[empty],[empty],[empty],[empty]
foobar2000,[empty],[empty],[empty],[empty],[empty]
iTunes,[empty],[empty],[empty],[empty],[empty]
JRiver Media Center,[empty],[empty],[empty],[empty],[empty]
JuK,[empty],[empty],[empty],[empty],[empty]
MediaMonkey,[empty],[empty],[empty],[empty],[empty]
MPXPLAY,[empty],[empty],[empty],[empty],[empty]
MusicBee,[empty],[empty],[empty],[empty],[empty]
Musicmatch Jukebox,[empty],[empty],[empty],[empty],[empty]
musikCube,[empty],[empty],[empty],[empty],[empty]
Quod Libet,[empty],[empty],[empty],[empty],[empty]
Rhapsody,[empty],[empty],[empty],[empty],[empty]
Rhythmbox,[empty],[empty],[empty],[empty],[empty]
Sonique,[empty],[empty],[empty],[empty],[empty]
Spotify<ref>Import and export m3u playlists. Spotify.com.</ref>,[empty],[empty],[empty],[empty],[empty]
Winamp,[empty],[empty],[empty],[empty],[empty]
XMMS,[empty],[empty],[empty],[empty],[empty]
Zinf,[empty],[empty],[empty],[empty],[empty]
Audio player,asx/wax/wvx,M3U,pls,XSPF,CUE
