[empty],Creator,Latest stable version,Release date,OS,Software license,Open source,Programming language,Plugin support
Launchy,Josh Karlin,2.5.0,[empty],Microsoft Windows  Linux  macOS,GPL,[empty],C++ (Qt),[empty]
