+
ACER
Manufacturer,Model,Weight [kg],Weight [lb],Display size ",Display,Display DPI,CPU,Speed [GHz],HSDPA,Video chipset,Video,Storage type,Storage [GB],RAM [GB],Battery life [h] )}},Battery life [h] )}},Keyboard size in %,Camera,Mouse layout,Linux }},Windows }},Manual / DataSheet
Acer Inc.,Aspire One<ref name="Hands on Acer's Aspire One Netbook">Hands on Acer's Aspire One Netbook</ref>,0.99  1.26,2.18  2.77,8.9 - 11.6,,133-135,Atom,1.6,,GMA 950,VGA,SSD + SDHC  HDD,8  16 / 120  160  25,0.5  1  2<ref>Computex: El Acer Aspire One ya es oficial</ref>,(3-cell),(6-cell),?,Built-in,Touchpad  buttons on each side,Linpus<ref>Aspire One   acer.com</ref>,7 Starter Edition,
ALWAYS INNOVATING
Samsung,N110,1.3,2.9,10.2,,116,Atom,1.6,,GMA 950,VGA,HDD,160,1,(6-cell),(6-cell),93%,,,,XP,
Samsung,NC10,1.3,2.9,10.2,,116,Atom N270,1.6,,GMA 950,VGA,HDD,160,1,(6-cell)<ref name="brightness1"></ref>,(6-cell)<ref name="brightness1"/>,93%,1.3,,,XP,
Samsung,NC20,1.5,3.3,12.1,,124,Nano,1.3+,,VIA VX800,VGA,HDD,160,1,,,97%,,,,XP,
Samsung,NB30,1.24,2.73,10.1,,,Atom N450,1.66,no,Intel GMA3150,VGA,HDD + removable SDHC,250,1  2 (one slot  field upgradable),,10.5 (6-cell  66Wh  5900mAh),,0.3 MP ?,Touchpad 2-buttons below  multitouch,,7 Starter,
Samsung,N220,1.32,2.91,10.1,,,Atom N450,1.66,no,Intel GMA3150,VGA,HDD + removable SDHC,250,1  2 (one slot  field upgradable),,11,,0.3 MP ?,Touchpad 2-buttons below  multitouch,,7 Starter,
SHARP
Sharp,Willcom D4<ref name="umpcportal4">Sharp Willcom D4</ref>,0.47,1.03,5,,256,Atom,1.6,,,,HDD,,1,,,,,,,,
Sinomanic,Tianhua GX-1C,,,8.4,,195,Loongson I,0.4 – 0.6,,,,HDD,40,0.125,,,,,,Debian,None (not x86 based),
Skytone,HiVision NB0700,0.72,1.59,7.0,,133,MIPS Jz4730,0.4,,,,SSD,1,,,,?,,,Custom,None (not x86 based),
Skytone / 3K,Razorbook<ref name="identical1">identical to the Skytone Alpha-400  but with more flash and RAM and Windows CE instead of Linux</ref>,0.72,1.59,7,,133,XBurst MIPS,0.4,,,,NAND,4,0.5,(2-cell),(2-cell),,,,,None (not x86 based) Windows CE only,
Skytone,Skytone Alpha-400<ref name="generally1">  The original "Skytone Alpha 400" Linux version generally cost about $200 but versions have been seen for as low as $130  the infrared Razorbook 400 with Windows CE costs $249.</ref>,0.72,1.59,7,,133,XBurst MIPS,0.4,,,None (VGA on some models),NAND,1,0.125,(2-cell),(2-cell),,,,Linux 2.4,None (not x86 based),
Sony
Sony,P-Series,0.64,1.41,8,,221,Atom,1.3,,GMA 500,,SSD/HDD,128/64/60,2,3:08 CNet video playback,,88%,,,,Vista,
SYSTEM76
System76,Starling Netbook 4,0.907,2.0,10.1,,117,Intel Atom N550,1.5,,Intel GMA 3150,One VGA,SSD/HDD,250/320/500/600HDD 40/80/120/160SSD,2,3 (3-cell),6 (6-cell),95%,0.3 MP,Touchpad 2-buttons below (50/50%),Ubuntu Netbook Edition 10.04,None,
Sylvania Computers,G Netbook<ref name="Sylvania Netbook">Sylvania Netbook </ref>,0.85,1.87,7,,133,C7-M ULV,1.2,,,,HDD,30,1,,,,,,Ubuntu,XP,
TOSHIBA
Manufacturer,Model,Weight [kg],Weight [lb],Display size ",Display,Display DPI,CPU,Speed [GHz],HSDPA,Video chipset,Video,Storage type,Storage [GB],RAM [GB],Battery life [h] )}},Battery life [h] )}},Keyboard size in %,Camera,Mouse layout,Linux/Unix }},Windows }},Manual / DataSheet
Toshiba,AC100<ref name="Toshiba AC100-10Z (UK)"></ref>,0.87,1.91,10.1 LED,,117,Tegra 250,1.0,,Tegra 250,HDMI,SSD,8,512 MB,7,48,,1.3 MP,Touchpad,Android 2.1 to 2.2,none (non-x86),
Toshiba,NB100<ref name="exclusive1"></ref>,1.00,2.20,8.9,,135,Atom,1.6,,GMA 950,VGA,HDD,,,(4 cell),,,1.3 MP,Touchpad 2-buttons below (60/40%),Ubuntu Netbook Remix,XP,
Toshiba,NB105<ref name="Toshiba Latinoamerica"></ref>,,,8.9 LED,}},,Atom,1.6,,,,HDD,120,1,,,,,,,XP,
Toshiba,NB200<ref name="Toshiba Latinoamerica"/>,1.15,2.32,10.1 LED,,117,Atom N280,1.66,,GMA 950,VGA,HDD,160-250,1-2 GB,4 (3-Cell),9 (6.9-Cell),,1.3 MP,Touchpad 2-buttons below<ref name="blog_dk_sg-dsc05098jpg"> 090606 blog.dk.sg</ref>,Linux not avail,XP or 7 Starter,
VIA
VIA,Nanobook,0.85,1.87,7.0,,133,C7-M,1.2,,,DVI-I,HDD,30,1,,,,,,Linux,XP  Vista,
VIA,Openbook (reference design  not product),1.00,2.20,8.9,,133,C7-M ULV,1.6,,,VGA,HDD,80,2,,,,,,Linux,XP  Vista,
Zelybron,Micro Nina,1.27,2.79,10.2,,147,C7-M,1.6,,,,HDD,120,1 – 4,(3-cell),(6-cell),92%,,Touchpad 2-buttons below.<ref>Zelybron Micro Nina 1.jpg&nbsp;090726</ref>,ZelybronBSD,
