Other software,GUI,CLI,Other,Programming language,Based on
ADCCore,[empty],[empty],[empty],C#,CoreDC
DCBouncer,[empty],[empty],[empty],C++,[empty]
DC-Hublink,[empty],[empty],[empty],Visual Basic,[empty]
DCWatch,[empty],[empty],[empty],Java  Lua,Embla
Embla,[empty],[empty],[empty],Java,[empty]
FlowLib,[empty],[empty],[empty],C#,[empty]
NetChatLink,[empty],[empty],[empty],Object Pascal (Delphi),[empty]
Announcer Bot,[empty],[empty],[empty],Lua,[empty]
Certmanager,[empty],[empty],[empty],wxLua,[empty]
ADC hub,GUI,CLI,Other,Programming language,Based on
