Model,Launch,Code name,Fab (nm),Bus interface,Core config1,Clock speed,Fillrate,Memory,Supported API version,Processing power (GFLOPS)2,TDP (Watts),Notes (original research)
Core (MHz),Shader (MHz),Memory (MT/s),Pixel (GP/s),Texture (GT/s),Size (GB),Bandwidth (GB/s),Bus type,Bus width (bit),Direct3D,OpenGL,[added],[added]
GeForce 810M,February 2014,GF117,28,PCIe 2.0 ×16,48:8:4,738–888,1476–1776,1800,2.95–3.55,5.9–7.1,1,14.4
GeForce 820M <ref></ref>,February 2014,GF117,28,PCIe 2.0 ×16,96:16:4,719–954,1438–1908,2000,2.9–3.8,11.5–15.3,2,16
GeForce 825M <ref></ref>,January 27  2014,GK208,28,PCIe 3.0 ×8,384:16:8<br />(2 SMX),850,850,1800,6.8,13.6,2,14.4
GeForce 830M <ref></ref>,March 12  2014,GM108,28,PCIe 3.0 ×16,256:16:8<br />(2 SMM),1029,1029,1800,8.2,16.5,2,14.4
GeForce 840M <ref></ref>,March 12  2014,GM108,28,PCIe 3.0 ×16,384:24:8<br />(3 SMM),1029,1029,2000,8.2–16.5,24.7,2–4,16
GeForce 845M <ref></ref>,[empty],[empty],[empty],PCIe 3.0 ×16,[empty],[empty],[empty],[empty],[empty],[empty],[empty],16
GeForce GTX 850M <ref></ref>,March 12  2014,GM107,28,PCIe 3.0 ×16,640:40:16<br />(5 SMM),876+Boost,876+Boost,5000,14.0,35.0,2-4,80
936+Boost,936+Boost,2000,15.0,37.4,32,DDR3,1198.1,80% of 750Ti,[added],[added],[added],[added]
GeForce GTX 860M <ref></ref>,March 12  2014,GM107,28,PCIe 3.0 ×16,640:40:16<br />(5 SMM),1020–1085,1020–1085,5000,16.5,41.2,2,80
GK104,1152:96:16<br />(6 SMX),797–915,797–915,12.8,76.5,4,2108,75,similar to 660 OEM.,[added],[added],[added]
GeForce GTX 870M <ref></ref>,March 12  2014,GK104,28,PCIe 3.0 ×16,1344:112:24<br />(7 SMX),941–967,941–967,5000,22.6,105.4,3  6,120
GeForce GTX 880M <ref></ref>,March 12  2014,GK104,28,PCIe 3.0 ×16,1536:128:32<br />(8 SMX),954–993,954–993,5000,30.5,122.1,4  8,160
Model,Launch,Code name,Fab (nm),Bus interface,Core config1,Clock speed,Fillrate,Memory,Supported API version,Processing power (GFLOPS)2,TDP (Watts),Notes
Core (MHz),Shader (MHz),Memory (MT/s),Pixel (GP/s),Texture (GT/s),Size (GB),Bandwidth (GB/s),Bus type,Bus width (bit),Direct3D,OpenGL,[added],[added]
