File system,DOS,Windows 9x,Windows NT,Linux,"classic" Mac OS,macOS,FreeBSD,OS/2,BeOS,Minix,Solaris,z/OS
APFS,,,,,,<br />(Since macOS Sierra),,,,,,
BeeGFS,,,,,,,,,,,,
DECtape,,,,,,,,,,,,
Level-D,,,,,,,,,,,,
RT-11,,,,,,,,,,,,
Version 6 Unix file system (V6FS),,,,,,,,,,,,
Version 7 Unix file system (V7FS),,,,,,,,,,,,
FAT12,,,,,,,,,,(via dosdir  dosread  doswrite),,
FAT16 / FAT16B / FAT16X,(FAT16 from DOS 3.0  FAT16B from DOS 3.31  FAT16X from DOS 7.0),,,,,,,,,(via dosdir  dosread  doswrite  not FAT16X),,
FAT32 / FAT32X,(from DOS 7.10),(from Windows 95 OSR2),(from Windows 2000),,?,,,,,,,
GFS,,,,,,,,,,,,
HPFS,(with third-party drivers),,(with NT 3.1 to 4.0 only),,,,,(from OS/2 1.2),,,,
NTFS,(with third-party drivers),(with 3rd-party drivers like “Paragon NTFS for Win98” “DiskInternals NTFS Reader”）,,with ntfs-3g,,natively read only  write support with Paragon NTFS or ntfs-3g,with ntfs-3g,,with ntfs-3g,,with ntfs-3g,
Apple HFS,,,with Paragon HFS+ <ref name="Paragon HFS"></ref>,,,,,,,,,
Apple HFS Plus,,,with Paragon HFS+ <ref name="Paragon HFS"/>,- writing support only to unjournalled FS,from Mac OS 8.1,,,,,,,
FFS,,,,,,,,,,,,
UFS1,,,(with ufs2tools  read only),- read only,,,,,,,,
UFS2,,,(with ufs2tools  read only),,,,,,,,,
LFS,,,,,,,,,,,,
ext,,,,- until 2.1.20,,,,,,,,
Xiafs,,,,,,,,,,,
ext2,,,with Paragon ExtFS <ref name="Paragon ExtFS for Windows"></ref> or partial with Ext2 IFS<ref name="Ext2 IFS for Windows"> (Provides kernel level read/write access to Ext2 and Ext3 volumes in Windows NT4  2000  XP and Vista.)</ref> or ext2fsd<ref name="Ext2fs Driver"></ref>,,,with Paragon ExtFS <ref name="Paragon ExtFS for Mac"></ref> or ext2fsx,,,,,,
ext3,,,with Paragon ExtFS <ref name="Paragon ExtFS for Windows"></ref> or partial with Ext2 IFS<ref name="Ext2 IFS for Windows"/> or ext2fsd<ref name="Ext2fs Driver"/>,,(read only),with Paragon ExtFS <ref name="Paragon ExtFS for Mac"></ref> or partial with ext2fsx (journal not updated on writing),(read-only)<ref name="ext3"></ref><ref name="ext3_2"></ref>,,,,,
ext4,,,with Paragon ExtFS <ref name="Paragon ExtFS for Windows"></ref> or partial with Ext2 IFS<ref name="Ext2 IFS for Windows"/> or ext2fsd<ref name="Ext2fs Driver"/>,,,with Paragon ExtFS <ref name="Paragon ExtFS for Mac"></ref>,support in kernel since version 10.1 (read-only)<ref name="ext3"/><ref name="ext3_2"/>,,,,,
NOVA,,,,,,,,,,,,
Lustre,,,,<ref name="lustre"></ref>,,,,,,,,
NILFS,,,,as an external kernel module,,,,,,,,
F2FS,,,,,,,,,,,,
ReiserFS,,,,,,,Read Only,,,,,
Reiser4,,,,with a kernel patch,,,,,,,,
SpadFS,,,,,,,,,,,,
OCFS,,,,,,,,,,,,
OCFS2,,,,,,,,,,,,
XFS,,,,,,,,,,,,
JFS,,,,,,,,,,,,
QFS,,,,- client only<ref></ref>,,,,,,,,
Be File System,,,,- read-only,,,,,,,,
NSS,,,,via EVMS,,,,,,,,
NWFS,(with Novell drivers),,,,,,,,,,,
ODS-2,,,,,,,,,,,,
ODS-5,,,,,,,,,,,,
UDF,,,,,,,,,,,,
VxFS,,,,,,,,,,,,
Fossil,,,,,,,,,,,,
ZFS,,,,with FUSE<ref name="zfs on fuse"></ref> or as an external kernel module<ref name="ZoL"></ref>,,with Read/Write Developer Preview<ref name="zfs on mac os x"></ref>,,,,,,
Btrfs,,,with WinBtrfs<ref name="Github btrfs"></ref>,,,,,,,,,
VMFS2,,,,,,,,,,,,
VMFS3,,,,,,,,,,,,
IBM HFS,,,,,,,,,,,,
IBM zFS,,,,,,,,,,,,
ReFS,,,(from Windows Server 2012 and from Windows 8.1),- with Paragon ReFS for Linux,,,,,,,,
ISO 9660,,,,,,,,,,,,
Rock Ridge,,,,,,,,,,,,
Joliet ("CDFS"),,,,,,,,,,,,
SquashFS,,,(There are ports of unsquashfs and mksquashfs.),,,(There are ports of unsquashfs and mksquashfs.),(There are ports of unsquashfs and mksquashfs and fusefs-port.<ref></ref><ref></ref>),,,,,
File system,DOS,Windows 9x,Windows NT,Linux,"classic" Mac OS,macOS,FreeBSD,OS/2,BeOS,Minix,Solaris,z/OS
