Name,Creator-maintainer,Based on,Standardized?,Specification,Binary?,Human-readable?,Supports references?,Schema-IDL?,Standard APIs,Supports Zero-copy operations
Apache Arrow,Apache Software Foundation,,,Apache Arrow™,,,,(built-in),Java  Python  C++  JavaScript,
Apache Avro,Apache Software Foundation,,,Apache Avro™ 1.8.1 Specification,,,,(built-in),,
Apache Parquet,Apache Software Foundation,,,Apache&nbsp;Parquethttps://parquet.apache.org,,,,,Java  Python,
Argdata,Nuxi  the Netherlands,YAML,,Argdata binary encoding,,,,,,
ASN.1,ISO  IEC  ITU-T,,,ISO/IEC 8824; X.680 series of ITU-T Recommendations,(BER  DER  PER  OER  or custom via ECN),(XER  JER  GSER  or custom via ECN),,(built-in),,
Bale,Murray,,,Bale Specification,,,,,,
Bencode,Bram Cohen (creator) BitTorrent  Inc. (maintainer),,,Part of BitTorrent protocol specification,(numbers and delimiters are ASCII),,,,,
Binn,Bernardo Ramos,,,Binn Specification,,,,,,
Bond,Microsoft,,,Bond IDL Specification,,(JSON  XML),,,(C++  C#  Java  Python),
BSON,MongoDB,JSON,,BSON Specification,,,,,,
Candle Markup,Henry Luo,XML  JSON  JavaFX,,Candle Markup Reference,,,(XPointer  XPath),(Candle Pattern Reference),(XQuery  XPath),
Cap’n Proto,Kenton Varda,,,Cap'n Proto Encoding Spec,,,,,,
CBOR,Carsten Bormann  P. Hoffman,JSON (loosely),,RFC 7049,,,through tagging,(CDDL),,
Colfer,Pascal de Kloe,,,Specification Wiki,,,,,,
Comma-separated values (CSV),RFC author: Yakov Shafranovich,,(myriad informal variants used),RFC 4180 (among others),,,,,,
Common Data Representation (CDR),Object Management Group,,,General Inter-ORB Protocol,,,,,ADA  C  C++  Java  Cobol  Lisp  Python  Ruby  Smalltalk,
D-Bus Message Protocol,freedesktop.org,,,D-Bus Specification,,,,(Signature strings),(see D-Bus),
edn,Rich Hickey,,,Extensible Data Notation,,,,,,
Efficient XML Interchange (EXI),W3C,XML  Efficient XML,,Efficient XML Interchange (EXI) Format 1.0,,(XML),(XPointer  XPath),(XML Schema),(DOM  SAX  StAX  XQuery  XPath),
ER7,Health_Level_7,,,Health_Level_7#Version_2_messaginghttp://www.hl7.org/implement/standards/product_brief.cfm?product_id=185,Partially - Schema available,,,,HAPI<ref>https://hapifhir.github.io/hapi-hl7v2/ </ref>,
Fast Binary Encoding,Ivan Shynkarenka,,,Fast Binary Encoding (FBE) specification,,,,(built-in),C++  C#  Go  Java  JavaScript  Kotlin  Python  Ruby,
Feather,Wes McKinney and Hadley Wickham,,,https://github.com/wesm/feather,,,,,Python  R,
FlatBuffers,Google,,,flatbuffers github page Specification,,(Apache Arrow),(internal to the buffer),https://google.github.io/flatbuffers/flatbuffers_guide_writing_schema.html,C++  Java  C#  Go  Python  Rust  JavaScript  PHP  C  Dart  Lua  TypeScript,
GVariant,GLib,D-Bus MP,,GVariant Serialization,,,,(Type strings),,
Fast Infoset,ISO  IEC  ITU-T,XML,,ITU-T X.891 and ISO/IEC 24824-1:2007,,(XML),(XPointer  XPath),(XML schema),(DOM  SAX  XQuery  XPath),
FHIR<ref>http://www.hl7.org/fhir/?ref=learnmore</ref>,Health_Level_7,REST basics,,Fast_Healthcare_Interoperability_Resourceshttp://www.hl7.org/fhir/?ref=learnmore,,,,,Hapi for FHIR<ref>http://hapifhir.io/</ref> JSON  XML  Turtle,
HOCON,Typesafe Inc.,JSON,,"HOCON (Human-Optimized Config Object Notation)",,,,,(native Java API for all JVM languages),
Ion,Amazon,JSON,,The Amazon Ion Specification,,,,,,
Java serialization,Oracle Corporation,,,Java Object Serialization,,,,,,
JSON,Douglas Crockford,JavaScript syntax,,STD 90/RFC 8259 (ancillary: RFC 6901  RFC 6902),, but see BSON  Smile  UBJSON,,(JSON Pointer (RFC 6901); alternately: JSONPath  JPath  JSPON  json:select())  JSON-LD,(JSON Schema Proposal  ASN.1 with JER  Kwalify  Rx  Itemscript Schema)  JSON-LD,(Clarinet  JSONQuery  JSONPath)  JSON-LD,
KMIP,OASIS,n/a,,Oasis,(Tag  Type  Length  Value),,,,,
MessagePack,Sadayuki Furuhashi,JSON (loosely),,MessagePack format specification,,,,,,
Named Binary Tag,Mojang,,,Named Binary Tag specification,,,,,,
Netstrings,Dan Bernstein,,,netstrings.txt,,,,,,
OGDL,Rolf Veen,,,Specification,(Binary Specification),,(Path Specification),(Schema WD),,
OPC-UA Binary,OPC Foundation,,,opcfoundation.org,,,,,,
