+ Agent Based Modeling Toolkit Comparison
Platform
Altreva Adaptive Modeler
AgentSheets
AnyLogic
Behaviour Composer (Rich Internet Application building on NetLogo)
Breve
Cougaar
DigiHive
Framsticks
GAMA
JADE
MASON
NetLogo
Repast
SARL
Soar
StarLogo
MacStarLogo
OpenStarLogo
StarLogoT
StarLogo TNG
Sugarscape
Swarm
